time,veh_id,type_id,vclass,lane_id,route_id,x,y,speed,angle
3.15,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,64.21282686334382,6.159450160222784,28.303061587986303,79.32306658746057
3.15,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,142.58156018655544,24.906676315427013,32.034889977821116,79.32306658746054
3.2,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,65.60995567507055,6.4228578852362315,28.432540440018055,79.3230665874606
3.2,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,59.33558330804385,9.20601251778477,28.0,79.3263876903617
3.2,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,144.16032021066394,25.20432788685129,32.12282021365125,79.32306658746063
3.25,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,67.01087630649425,6.68709462324032,28.51003915121895,79.32151736282536
3.25,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,60.708852714488074,9.464839480094538,27.94165027527604,79.32638769036167
3.25,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,145.7429961679428,25.502717748860555,32.202497184996,79.32306658746054
3.3,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,68.41522969613703,6.9520036914871675,28.579971405301475,79.31962693064449
3.3,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,62.084738563195685,9.724159576380721,27.994886526186097,79.32638769036167
3.3,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,147.3292331566095,25.801778990035928,32.2749530169775,79.32306658746054
3.35,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,69.82302805149244,7.217562598060896,28.650079842597478,79.31773186616454
3.35,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,63.46420860848242,9.984155204145686,28.067813489287627,79.32638769036163
3.35,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,148.9218378745916,26.102040771260583,32.40451635836272,79.32306658746052
3.4,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,71.23604466194551,7.484105845973485,28.756276461323722,79.31758019472623
3.4,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,64.84861139947816,10.245080531197413,28.168179123918787,79.32638769036167
3.4,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,150.5179050344896,26.40295534408211,32.47496620347139,79.32306658746067
3.45,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,72.65435818784283,7.75164827325593,28.864073895395265,79.31758019472622
3.45,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,66.23504430909338,10.506562799470816,28.2100454851718,79.32402174429045
3.45,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,152.11798692310182,26.704626833909643,32.5566533546068,79.32306658746054
3.5,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,74.07669057785036,8.01994879572631,28.94586172899813,79.31758019472619
3.5,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,67.62634331514818,10.769009364605315,28.309206502820725,79.3210157191814
3.5,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,153.72166905348564,27.00697709543423,32.629906995050824,79.32306658746064
3.55,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,75.50224763176944,8.288857600071122,29.011486808172187,79.3175801947262
3.55,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,69.01816091879552,11.031553754978143,28.319758574140767,79.31800858151473
3.55,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,155.3308816789919,27.310370049032866,32.742435243674535,79.32306658746054
3.6,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,76.9336298081599,8.558865221692054,29.13003377426531,79.31758019472623
3.6,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,70.41097754701869,11.294286595545552,28.340086047168107,79.31758019472618
3.6,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,156.94494066897076,27.61467671211168,32.84104357696602,79.32306658746057
3.65,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,78.36985865714391,8.829787091486077,29.228668323913578,79.3175801947262
3.65,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,71.80768490316329,11.557753360434337,28.41925193436745,79.3175801947262
3.65,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,50.227015269081114,3.522634725890452,28.0,79.32306658746059
3.65,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,158.56227599648858,27.919601079592752,32.90770678107276,79.32306658746054
3.65,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,39.676480958468474,5.500763045976866,28.0,79.32638769036167
3.7,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,79.81192019164624,9.101809205205475,29.347369205442945,79.31758019472618
3.7,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,73.20823404019677,11.821944816560517,28.49742188061848,79.31758019472622
3.7,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,51.60719644581806,3.7828472280013674,28.08764431221294,79.32306658746057
3.7,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,160.1850185480072,28.225758038512662,33.018516930091415,79.31984028860832
3.7,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,41.05646892308065,5.760856288590814,28.078351494863384,79.32638769036167
3.75,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,81.25992615342639,9.374952641166871,29.46834414157666,79.31758019472618
3.75,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,74.61405505821288,12.087130729701094,28.604690531531205,79.31758019472618
3.75,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,52.99299063186147,4.044117979000633,28.201872945075152,79.32306658746059
3.75,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,161.81165087666366,28.53285545044939,33.09842937598237,79.31347921700446
3.75,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,42.43910214282321,6.021448095686514,28.13217399567427,79.32638769036167
3.8,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,82.71144572121977,9.64875886336285,29.539849476435908,79.31758019472622
3.8,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,76.01795070617791,12.351953452215987,28.565514410414277,79.31758019472618
3.8,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,54.38452682175108,4.30647129887791,28.31872670629876,79.3230665874606
3.8,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,163.44250520337596,28.840749947660594,33.18433785205124,79.30877320983976
3.8,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,43.8255234823918,6.2827538686965765,28.2092501461246,79.32638769036167
3.85,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,84.16715295239955,9.923355022061997,29.625072541172834,79.31758019472622
3.85,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,77.43150874038204,12.618598831160892,28.762118078038572,79.3175801947262
3.85,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,55.7820515464711,4.569953667360156,28.44059754405752,79.32306658746059
3.85,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,165.07809611052485,29.14953867989215,33.28071696016472,79.3087732098396
3.85,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,45.21219763491833,6.544107290630899,28.214394083084443,79.32638769036166
3.9,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,85.62637780638096,10.198614724699368,29.696659621623095,79.31758019472622
3.9,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,78.84818676219794,12.8858327464509,28.8256014652934,79.31758019472622
3.9,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,57.185771584022866,4.834604069344438,28.566676457575515,79.32306658746059
3.9,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,166.719861607065,29.45949313371205,33.40635642231675,79.30877320983966
3.9,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,46.60481653590099,6.806581149077805,28.335350744287386,79.32638769036167
3.95,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,87.09089214026282,10.474872204108795,29.804305735072102,79.31758019472618
3.95,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,80.26404071490843,13.152911214130294,28.80883386725998,79.31758019472618
3.95,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,58.59521655039202,5.100333820965628,28.68318273011827,79.3230665874606
3.95,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,168.36654312015514,29.77037569890226,33.50638666499872,79.30877320983963
3.95,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,48.00126573158425,7.069776922348893,28.413285018853774,79.32638769036168
4.0,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,88.56170450480558,10.752317707448999,29.932476847503548,79.31758019472622
4.0,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,81.68597182524256,13.421136041533341,28.93248773991348,79.31758019472618
4.0,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,60.009549319039394,5.366985094545007,28.782652896914705,79.32306658746057
4.0,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,170.01786301375105,30.08213395961616,33.60076761814068,79.30877320983974
4.0,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,49.39901890694,7.333218463199135,28.439816844149007,79.32638769036166
4.05,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,90.03625596977862,11.030468532981164,30.00857121532315,79.31758019472622
4.05,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,83.1131543545842,13.690351466122618,29.039340044464243,79.31758019472618
4.05,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,61.42739177156959,5.6342980664870055,28.8540773984297,79.32306658746059
4.05,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,171.67520708084646,30.395029544394127,33.723346444105275,79.30877320983963
4.05,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,50.800002412898664,7.597268840635469,28.505543763831568,79.32638769036167
4.1,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,91.51692213315258,11.309772799711206,30.13301133612052,79.31758019472625
4.1,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,84.54252779151147,13.959980170796099,29.083919142846913,79.31758019472622
4.1,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,62.849637163692265,5.902441146785293,28.94368027324516,79.32306658746057
4.1,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,173.33776209359942,30.708908921204856,33.829377852549094,79.30877320983963
4.1,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,52.2054995338884,7.862169921700712,28.597381426626427,79.32638769036166
4.15,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,93.0019235426233,11.589894842089878,30.221237854028562,79.31758019472622
4.15,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,85.97408127517203,14.230020106825668,29.128277251987555,79.31758019472623
4.15,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,64.27782297915888,6.1717042049879165,29.064572008881555,79.32306658746057
4.15,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,175.00663752638377,31.023981551463095,33.957984650994206,79.30877320983963
4.15,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,53.6136036069049,8.127562348069947,28.650424581505007,79.32638769036166
4.2,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,94.49114486992421,11.870812905262687,30.30711732838999,79.31758019472622
4.2,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,87.40849679249689,14.500599920265651,29.186511967651843,79.31758019472618
4.2,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,65.71035558114518,6.44178678472546,29.153032129715033,79.3230665874606
4.2,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,176.67900407977604,31.33971328217357,34.029021360918435,79.30877320983969
4.2,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,55.02364074078389,8.393319108100624,28.689756201598914,79.32638769036168
4.25,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,95.98517056619049,12.152637236697824,30.4048909576365,79.31758019472623
4.25,cav_2_1,vehicle.audi.tt,passenger,-2_2,highway_route,40.39934042817731,1.6697737367773788,28.0,79.32306658746057
4.25,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,88.84737924279479,14.772022350001883,29.27740208359216,79.31758019472618
4.25,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,67.148240664208,6.713006237995301,29.26233107450844,79.32113257889144
4.25,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,178.3573932527509,31.65658204357889,34.15156856805438,79.30877320983963
4.25,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,56.43634742215808,8.659579011116708,28.744072974516154,79.32638769036167
4.3,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,97.483067007693,12.435191723036645,30.483664426611476,79.31758019472623
4.3,cav_2_1,vehicle.audi.tt,passenger,-2_2,highway_route,41.78126340826771,1.9303146298390077,28.123091218661283,79.32306658746057
4.3,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,90.28763631015588,15.04370407951842,29.305371857260027,79.31758019472622
4.3,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,68.59072163759873,6.985107472230898,29.355905198965523,79.31896701883869
4.3,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,180.04050820256793,31.97434300035746,34.24772784652191,79.30877320983963
4.3,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,57.854575866623655,8.92687962847539,28.85642323330611,79.32638769036167
4.35,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,98.9848911426283,12.718487106656244,30.563596847343696,79.31758019472626
4.35,cav_2_1,vehicle.audi.tt,passenger,-2_2,highway_route,43.1668753075308,2.191551013394342,28.198163282652132,79.32306658746059
4.35,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,91.73592966148011,15.316901726974521,29.468888701042825,79.3175801947262
4.35,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,70.03852884997136,7.258213417258207,29.46429939584081,79.3175801947262
4.35,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,181.72871695003738,32.2930656324012,34.35137554790129,79.30877320983963
4.35,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,59.273065641321004,9.194229500051588,28.861740469609746,79.32638769036166
4.4,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,100.49174811138805,13.002731854822482,30.666019960964302,79.31758019472622
4.4,cav_2_1,vehicle.audi.tt,passenger,-2_2,highway_route,44.55831318754849,2.4538857984167866,28.316726032212355,79.32306658746057
4.4,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,93.1874866365217,15.590715005456577,29.53529469814336,79.31758019472622
4.4,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,71.48984869269741,7.531981964477304,29.53578487506511,79.3175801947262
4.4,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,183.42298845219486,32.612932872381904,34.474739417124106,79.3087732098396
4.4,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,60.69556265688567,9.462334636382145,28.943275034027998,79.32638769036166
4.45,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,102.0018994041283,13.28759802513404,30.733062690990014,79.31758019472618
4.45,cav_2_1,vehicle.audi.tt,passenger,-2_2,highway_route,45.95282589967544,2.7168002970088727,28.379300998499467,79.32306658746057
4.45,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,94.63720742394005,15.864181916168253,29.49793320045109,79.31758019472625
4.45,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,72.9442173639174,7.806325624998745,29.597831530713865,79.3175801947262
4.45,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,185.12151368742653,32.93360318899838,34.5612936317793,79.30877320983976
4.45,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,62.12171009189693,9.731127785546956,29.017549421162936,79.32638769036166
4.5,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,103.51648359783317,13.573300392141403,30.82327658141494,79.31758019472626
4.5,cav_2_1,vehicle.audi.tt,passenger,-2_2,highway_route,47.35054611539954,2.980319522393799,28.444575921593234,79.32306658746057
4.5,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,96.09601852561386,16.139363570973007,29.68289673619206,79.3175801947262
4.5,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,74.40326766571782,8.08155240112633,29.693107313223763,79.3175801947262
4.5,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,186.8245527613406,33.25512568846705,34.65314042973918,79.30877320983957
4.5,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,63.548256241385964,9.999996082426136,29.025661988475218,79.32638769036166
4.55,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,105.03518537963897,13.859779477057018,30.90707354523587,79.31758019472622
4.55,cav_2_1,vehicle.audi.tt,passenger,-2_2,highway_route,48.75335516044636,3.2447981703771482,28.548137128188014,79.32306658746059
4.55,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,97.55111141174544,16.413843843189802,29.607241013627302,79.3175801947262
4.55,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,75.86739889127657,8.357737613206417,29.796509104251818,79.31758019472626
4.55,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,188.5322942547182,33.57753597359054,34.74882443636194,79.30877320983966
4.55,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,64.97993312851787,10.269831395123393,29.130056127162273,79.32638769036166
4.6,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,106.55896374955998,14.147216180074588,31.0103871016658,79.31758019472625
4.6,cav_2_1,vehicle.audi.tt,passenger,-2_2,highway_route,50.160810596105236,3.510152825762515,28.64269440012186,79.32306658746059
4.6,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,99.01342535473964,16.689686253639998,29.754170170482052,79.3175801947262
4.6,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,77.33334169274151,8.634264550445508,29.83337645400868,79.31758019472622
4.6,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,190.24392853300174,33.90068119072589,34.8280341409869,79.30877320983966
4.6,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,66.41164429581687,10.539875595438236,29.131403845001422,79.32332350928505
4.65,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,108.08884695218839,14.435804463282912,31.134626445907593,79.3175801947262
4.65,cav_2_1,vehicle.audi.tt,passenger,-2_2,highway_route,51.57041282442961,3.7759122267714424,28.686383119992406,79.32306658746057
4.65,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,100.47472649548195,16.965337614954812,29.733562358667044,79.31758019472616
4.65,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,78.80443704707301,8.911763435336123,29.93823596777248,79.31758019472619
4.65,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,191.96144420461778,34.22493677597527,34.947969884757235,79.3087732098397
4.65,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,67.84781548150707,10.810786587963369,29.22223511421349,79.31986289059674
4.7,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,109.6240224483951,14.72539105401913,31.242329820464324,79.31758019472626
4.7,cav_2_1,vehicle.audi.tt,passenger,-2_2,highway_route,52.985807837815216,4.0427637706963715,28.804270314166036,79.32306658746059
4.7,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,101.94584884867716,17.24284159275429,29.933397714135136,79.31758019472616
4.7,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,80.28051154198721,9.190201556392047,30.03956637116352,79.3175801947262
4.7,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,193.6821594877578,34.54979642669225,35.01319148786487,79.30877320983981
4.7,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,69.28604643814857,11.082086123719527,29.264145933494706,79.3175801947262
4.75,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,111.16262213366238,15.015623563895247,31.312015432476723,79.31758019472618
4.75,cav_2_1,vehicle.audi.tt,passenger,-2_2,highway_route,54.40584954019205,4.310491378278246,28.8988336583231,79.32306658746059
4.75,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,103.41998772591927,17.520914590132815,29.99477589509606,79.3175801947262
4.75,hdv_2_0,vehicle.audi.a2,passenger,-2_2,highway_route,81.76031562791466,9.469343205838726,30.115467213001967,79.3175801947262
4.75,hdv_3_0,vehicle.audi.a2,passenger,-2_3,highway_route,195.4077059606904,34.87556817404948,35.11149675369268,79.30877320983966
4.75,hdv_3_1,vehicle.audi.a2,passenger,-2_3,highway_route,70.7299036414392,11.354446961971577,29.378624976125117,79.3175801947262
4.8,cav_2_0,vehicle.audi.tt,passenger,-2_2,highway_route,112.70442234946162,15.306459803265206,31.37714937366192,79.31758019472626
4.8,cav_2_1,vehicle.audi.tt,passenger,-2_2,highway_route,55.82992567117424,4.578979616985715,28.98093707893216,79.32306658746059
4.8,cav_3_0,aggressive_cav,passenger,-2_3,highway_route,104.8922904148823,17.79864121961724,29.95741438405831,79.31758019472623
